study_id,center_row,center_col
ID_a96309f8c7,277,245
ID_e540b03593,289,250
ID_ade1ef73b2,273,257
ID_9e2cc53ea9,273,292
ID_6e26643d26,264,246
ID_5955cebaf3,266,255
ID_1d71cfa38d,272,277
ID_0568ffe5c1,259,244
ID_007b87200a,273,255
ID_d82ac41357,269,229
ID_1762b778c6,275,244
ID_06ef36b090,269,238
ID_bd54af5854,270,257
ID_f41796c271,320,263
ID_f25884273a,273,223
ID_31558f0d8e,274,263
ID_66d666bf0e,305,260
ID_3814b1e469,270,254
ID_bfaaa0bdf8,281,251
ID_27125b6417,271,292
ID_de7925909d,252,238
ID_cf7b51d920,259,240
ID_c04181c54d,283,257
ID_7f34fc0c17,261,275
ID_35dd6775ba,257,259
ID_368bc82011,258,253
ID_d9ca9d3d58,257,217
ID_a4e6fbd2a9,270,241
ID_8a404349c8,279,249
ID_c30965ca87,269,253
ID_2f56e56460,273,238
ID_22e4ce36e6,309,280
ID_98f34d74fc,272,255
ID_2b1066e062,259,265
ID_ede7758156,264,258
ID_8b49ab3327,282,246
ID_d87ea77620,269,251
ID_695e2e41b7,274,249
ID_3f7bab878a,261,255
ID_5429f2c266,260,210
ID_7b6c85a61e,250,238
ID_1671acf27a,259,239
ID_35c10893cc,259,263
ID_3194af6b89,270,291
ID_5de96444e1,279,218
ID_749aeb2825,276,259
ID_b1df85d9b7,248,228
ID_e0297146b9,273,247
ID_d2b7b1a443,262,258
ID_12b0bfca62,260,233
ID_9f07c1df09,265,246
ID_38c9ec1b93,275,270
ID_4206402329,255,231
ID_53774c2e3d,283,232
ID_f459998cd4,267,248
ID_1d86007a48,273,278
ID_19d30e1f9c,271,221
ID_cbec932033,275,254
ID_5d7862e14d,261,246
ID_b644af085d,260,241
ID_8cd00605ee,259,257
ID_a3b5a347e8,290,253
ID_c2644c6552,273,234
ID_85223ac0b2,289,243
ID_aa4bfc9953,261,263
ID_c5409f3ace,237,263
ID_08ee9bff87,258,238
ID_276f203e10,265,258
ID_85633d04bc,255,246
ID_190a45d9fc,276,260
ID_0e45908f2e,271,240
ID_16ad18ae90,257,259
ID_d699983623,283,219
ID_3fb943f226,264,258
ID_587f3694e0,275,257
ID_ba3f976b82,270,245
ID_b837a029a7,276,274
ID_be95ae6c0b,299,254
ID_dfaf046d38,276,264
ID_fe9b3ee608,264,236
ID_ac4bfb7bc7,266,241
ID_21f9a02808,259,289
ID_7afa67e359,269,217
ID_c3b9056586,283,272
ID_3150a8c187,254,240
ID_00f426956f,255,257
ID_db235b42f3,278,274
ID_b08f6a3d23,281,216
ID_ef6477efa1,268,267
ID_c3690126aa,287,278
ID_f809f599a5,267,235
ID_45efbda7ae,273,233
ID_f9d5bed1f1,282,244
ID_a0cb683853,272,274
ID_f738435f5d,307,285
ID_a9628ae97e,282,241
ID_693440075d,258,227
ID_120cc9e7aa,279,237
ID_429a9cfdbf,273,268
ID_7aba219c2f,249,218
ID_8c249f2c18,251,284
ID_9201da3b11,283,234
ID_94ddfe33d9,250,241
ID_85765d3ca1,255,196
ID_8d398377cb,293,244
ID_6978c5f2ca,271,258
ID_fbd067e39a,300,274
ID_d7f69366f3,262,262
ID_9306e6458e,250,250
ID_f361229319,275,240
ID_c521b55a44,288,253
ID_d4a8642087,302,252
ID_9514e541da,280,238
ID_7cdfe2834b,263,249
ID_62b6ee26e8,261,255
ID_6624432265,291,211
ID_5226b0ae6b,256,280
ID_3fe759235a,267,209
ID_9508c4253c,269,224
ID_1622584f91,270,265
ID_b8248daf0b,282,263
ID_f738a222ff,276,257
ID_e4924c1758,278,248
ID_1994b96589,234,258
ID_402c32816a,266,243
ID_e56b97d50d,266,250
ID_cebbb281c4,268,255
ID_a390fe0637,301,238
ID_15f8229a14,263,269
ID_eb860b125d,252,245
ID_9f91d1b80a,284,227
ID_a0bcd52dd0,252,265
ID_2b14b8f801,267,269
ID_2c3307a4db,268,242
ID_33c29b89d4,253,240
ID_1d872d37c6,297,257
ID_082c6451d9,260,246
ID_b237faa87d,262,231
ID_be9557b2f6,283,254
ID_d98fc98df4,252,230
ID_c0e7426170,281,249
ID_36adc03eb5,263,267
ID_f02e614e43,257,245
ID_6f5d8d7bb2,274,256
ID_ccebb0b685,278,237
ID_74d41aa7e1,264,262
ID_79f817bb87,248,237
ID_ae64562c34,267,257
ID_597bf34337,276,221
ID_9edf583739,271,242
ID_620f05a944,274,287
ID_09399cd33f,272,253
ID_f870550a26,247,256
ID_4d7531306a,271,265
ID_cd8983961e,276,248
ID_e1508dd329,281,237
ID_883c44e2ff,255,257
ID_a9d579987e,250,264
ID_b581ae7519,271,293
ID_a3c1d7fa3c,263,258
ID_7c76f85d55,270,267
ID_d8111584c0,278,236
ID_64406ff4f4,270,242
ID_8362be83d0,283,267
ID_00f96b5e4b,256,261
ID_3b73e3894e,284,248
ID_1a4d7b8b04,290,274
ID_3bc9918fa2,265,252
ID_57e2bec096,262,249
ID_4251e4235c,285,265
ID_655c2793d4,242,256
ID_a5326fdd9d,273,256
ID_7bb0d3e6de,249,237
ID_805483efc6,289,227
ID_04bc6af39f,265,243
ID_f76eccb69d,278,242
ID_9cc8b089c4,319,259
ID_f104029bc8,252,252
ID_4311986063,272,254
ID_aa3388f7e4,271,246
ID_ca06e0d6a6,274,240
ID_1f990b4aba,279,251
ID_da121424ef,257,232
ID_4b5c5dde86,279,262
ID_04f66353b1,275,254
ID_ca8dad4a04,284,228
ID_83c5bdf171,274,253
ID_0684126e6e,232,257
ID_6a52c08e5c,291,238
ID_08f985deae,259,252
ID_fca058b99d,288,204
ID_a2462bd0e8,260,253
ID_3ae32aa11c,289,272
ID_cff8dc7f2a,280,254
ID_31d8fb4f29,234,227
ID_7e0932b6f0,261,253
ID_e986c1cd0f,276,268
ID_e2bc014fa7,273,259
ID_eff95079e8,291,291
ID_c824919853,281,276
ID_4eb4d17a7f,258,284
ID_ce4a698a8c,271,239
ID_e1e5eb8c0b,279,275
ID_6a1bd81006,257,256
ID_26fe4bebf7,254,274
ID_734baac67a,259,247
ID_43da35cd70,255,234
ID_7100317415,273,255
ID_d495bb65a4,298,230
ID_7a8222a747,274,259
ID_acd905fc2b,282,257
ID_2f8962c888,291,258
ID_8cf5a8e4ca,257,221
ID_c8f49b5005,271,256
ID_6ccc1c9e9f,280,269
ID_47dbe3d89c,250,256
ID_5631729757,271,238
ID_0d03951dca,261,248
ID_d7f4b1cac8,265,258
ID_a71e7c6817,243,256
ID_4e4438a674,271,250
ID_06920eee75,269,249
ID_804e20cbf7,271,231
ID_2b56062cdd,274,254
ID_594aba72fa,265,244
ID_498dfeb2d9,280,257
ID_58866a9ed3,316,290
ID_8188c888bf,279,251
ID_4c33972416,264,253
ID_9e71d09355,266,266
ID_ffd377876f,259,243
ID_46d54acecb,274,245
ID_d2efe9d16b,265,238
ID_8ee89000f2,262,247
ID_86bc0ab248,292,246
ID_3854177890,284,247
ID_ff958333bd,269,246
ID_5d4b11bc0e,262,188
ID_3d3099e809,289,251
ID_0dc8080777,275,228
ID_7bcf4fccd4,236,245
ID_e7e64b243a,273,264
ID_0e93eebfae,256,211
ID_18d2fb675d,278,268
ID_22741bd366,274,223
ID_ee494722a6,269,283
ID_512f628661,291,252
ID_f38bb2c4ef,227,239
ID_26e94a1220,267,260
ID_3132047a09,266,277
ID_8f265f1d6c,284,243
ID_580f9e3cef,270,267
ID_726bfe21aa,263,254
ID_22f922c2ce,277,240
ID_957dddfb9a,258,296
ID_8d41f43bbd,273,238
ID_e36e6299cf,275,260
ID_f4977f7746,264,248
ID_8a28254b71,292,253
ID_1a3ac4d210,259,209
ID_254c580752,252,240
ID_7d8197b7ae,263,234
ID_40b1217c01,254,259
ID_d478029132,272,257
ID_8cb099d2fc,276,269
ID_96390e64af,250,238
ID_51ae0b8973,247,258
ID_df6fb14983,226,250
ID_bfade94574,263,256
ID_c26eb60ff4,270,250
ID_2cfac110f8,255,251
ID_f911db8bb2,254,262
ID_1896c1dd8d,285,252
ID_101c33308b,272,261
ID_3493214cce,255,286
ID_5aa65eb198,280,226
ID_5edbfb7086,282,271
ID_a02c4fbe4f,261,250
ID_2e921a7932,282,293
ID_84760ff21d,273,218
ID_76146aae9c,309,281
ID_b30bf36971,275,266
ID_406de86909,272,271
ID_3a463cc7e3,254,236
ID_566c52fd63,273,254
ID_4f3057d8f5,320,248
ID_65480895d7,289,253
ID_4bf61bff5c,280,252
ID_bcae094737,263,234
ID_17b2a29d8e,262,244
ID_39e8bf5877,292,225
ID_a0c3718a71,269,260
ID_82f22adc1d,263,276
ID_49db2a140d,283,253
ID_a094f1a7bb,251,271
ID_6c80437de2,275,243
ID_b9271fd607,236,237
ID_359421f9ce,293,256
ID_8828687022,289,252
ID_34f65ea2e1,259,283
ID_d2e6e2d269,265,257
ID_370da7e64e,296,258
ID_e31a1203c2,265,283
ID_d8eecc892a,266,267
ID_82216c247e,267,238
ID_1718e879ff,290,260
ID_978ab1416e,302,234
ID_d463b20b97,289,258
ID_763dfc9046,280,245
ID_c012cc6fe7,252,250
ID_f4e5d5185d,270,251
ID_2c5f46a7b1,259,217
ID_cbbc4b6f11,275,257
ID_f443066d43,290,281
ID_1619d03c12,255,263
ID_cc4b5cfd30,250,270
ID_2525fd4a70,255,236
ID_7b69a1128f,284,251
ID_942833f21e,258,247
ID_3ccc956197,270,240
ID_a107fd36e2,262,204
ID_9a8ab5c6b6,290,199
ID_fb397d9da4,266,236
ID_20b581c96d,263,265
ID_58806d9fed,267,286
ID_87c5ff3749,277,263
ID_2a9c43981b,288,278
ID_8184e1be8b,266,223
ID_3160e0dbd0,273,238
ID_a9315e4731,261,238
ID_f410d72c9d,282,243
ID_9ff9b60baa,268,225
ID_8df6d16070,296,263
ID_da5a71cb94,284,266
ID_6c86d494c7,274,259
ID_703db4278a,277,338
ID_698f9cfaf2,283,253
ID_8d710ed1a9,280,255
ID_20d7d12b21,274,258
ID_6e3cec4913,266,257
ID_de9c627d8f,271,265
ID_4c5e14919d,262,240
ID_91b0119b7c,254,247
ID_12ef2c7b4b,269,263
ID_91ac78f6e1,267,232
ID_95184e7272,275,242
ID_a3aa9f58bc,273,248
ID_7b0a8c57ba,269,251
ID_a6719707e4,254,253
ID_0088dfe60f,264,216
ID_433f42b7e4,227,218
ID_c4bc862925,240,257
ID_e2590910b5,272,232
ID_dff8bf28ad,259,259
ID_be1c3e9010,251,224
ID_b3541f9473,276,173
ID_408205297f,273,325
ID_bb6755334a,275,237
ID_11ef975392,272,232
ID_140213e446,280,250
ID_69ec107e6f,278,240
ID_ebb7aa486f,268,268
ID_8da9f069dc,271,257
ID_87e0e65fa6,223,250
ID_1dc001c7cd,248,237
ID_9ab71293d5,226,231
ID_cfe3c899f2,268,240
ID_effefd7acb,280,256
ID_6f4caa75b8,281,249
ID_53bd6ed1ec,273,265
ID_25af384584,260,295
ID_fbfa9909d4,265,257
ID_24b39f8a47,249,270
ID_c732176ce3,272,258
ID_ea9c6f5acb,296,265
ID_a2743985cd,258,225
ID_bd5622f638,269,237
ID_3203e7893d,279,226
ID_1cea750ed3,283,241
ID_e7eb161eee,278,260
ID_2863695cb0,279,263
ID_514e72046e,275,235
ID_61e5e57477,264,245
ID_8dab49f438,286,260
ID_bff4caa69b,272,256
ID_df34be3d75,229,247
ID_20cd77e56a,263,234
ID_21ca36242b,243,261
ID_e512aeda42,276,259
ID_75a08cdd2a,281,253
ID_dc90a3a6c3,276,253
ID_baef161c69,261,266
ID_4933160949,293,253
ID_369127565f,279,276
ID_d1828c4c2a,261,246
ID_b7206ac8e7,277,234
ID_4f5258e265,245,243
ID_912bbe474b,271,266
ID_35acee627e,207,246
ID_dc67a4d1e2,285,271
ID_02ace3d60f,273,207
ID_8dd6d32f3b,290,241
ID_376ed813e4,276,243
ID_f7a4b4314d,272,259
ID_461a90de45,262,264
ID_b1a144711b,271,249
ID_80bffe5a39,305,251
ID_0496c94fff,263,256
ID_1a4d4b5144,293,273
ID_485bd4c0ce,267,276
ID_74be651d70,245,241
ID_975e428d85,265,254
ID_3bae9946d1,257,237
ID_b4779f1cc1,282,245
ID_d152ab5f85,254,251
ID_b1a4051eaa,265,292
ID_091003251f,274,241
ID_6c74234979,256,248
ID_d08f20ae31,255,207
ID_ad109d09ec,277,203
ID_eea6e6ba78,260,315
ID_14c1c8f1e4,267,254
ID_d61e0d8744,272,232
ID_b5e7ddd1e3,281,271
ID_a65fe17d75,293,251
ID_44494fb0d1,256,231
ID_2d03efa778,276,302
ID_6e69584a2f,290,256
ID_33a72cf3f3,255,254
ID_7fa29b4b22,239,232
ID_907836bfe8,267,249
ID_536e29f3ca,267,260
ID_959c1d2996,281,304
ID_d9fc4c6131,257,247
ID_0c54a5b04b,271,240
ID_1b38c46bf9,256,249
ID_5b1fbfae93,270,261
ID_1cee12f581,282,255
ID_1ea94f8b52,247,258
ID_e1cfc8d9c5,255,243
ID_5f90eeed2a,263,243
ID_a13c5a632e,269,227
ID_34bcfea12d,250,268
ID_5bb358a686,263,261
ID_5d484ef948,255,260
ID_88aced88fd,268,261
ID_7df96a9423,259,247
ID_e9eac48b5b,285,264
ID_7a016ffcf1,264,258
ID_01eb14e0e1,248,270
ID_e31719caa3,293,291
ID_e381b238e9,267,267
ID_c5508866c2,281,259
ID_4cd6dde74a,266,250
ID_f1e390eb64,258,257
ID_882a10f453,259,238
ID_d41c08fd75,271,240
ID_34de81133e,264,243
ID_4f0140bfa7,259,266
ID_99f5ff86bd,263,237
ID_7456855ffc,258,250
ID_65b13e8481,288,243
ID_59cca2d95f,260,267
ID_acd20c312a,275,268
ID_20e445f12d,290,264
ID_6d524baf41,267,266
ID_5c02118ff6,308,258
ID_4b83b5bd52,251,234
ID_c30cd0217b,257,274
ID_c6407d5882,246,238
ID_d4d07c193f,286,286
ID_61fbb97d09,252,255
ID_8de5c0c304,277,250
ID_0c52ca6375,265,261
ID_b49bd8f229,249,225
ID_a262cac074,241,262
ID_44b24c3e8a,296,237
ID_647818b405,282,252
ID_b00ab7334c,280,268
ID_5c73f0a3dc,277,241
ID_32275eff38,248,239
ID_1d03962b3b,269,264
ID_7ce247fad3,264,230
ID_79d36af10d,254,239
ID_21ae61a311,263,260
ID_e0dca4bd9f,299,248
ID_d9174a0502,284,270
ID_39d3460158,272,251
ID_cb7fde9f32,278,284
ID_7976669699,282,245
ID_f1c58ef8ed,274,249
ID_77263e8253,275,264
ID_e3609b0929,260,257
ID_8481093a3f,253,271
ID_55a143239c,293,234
ID_3d5a93e4e0,274,258
ID_8136c4b68c,282,238
ID_ea2fe598b8,286,252
ID_a265caf4f6,296,254
ID_c07323427a,271,275
ID_f8e3efc32d,261,239
ID_1614c95f9d,271,233
ID_c4768df7c0,300,231
ID_124a2a10a0,261,248
ID_62d125e5b2,290,248
ID_290bb977fd,295,252
ID_d6d9e1b06c,257,275
ID_f78bb82153,284,237
ID_6bda26cf5a,277,271
ID_ed75a62d56,292,257
ID_04291e1c97,266,249
ID_2b3f93d9cb,276,261
ID_f681530dc6,278,259
ID_36da94b469,282,265
ID_1f363dce59,282,283
ID_83d8b0ebd3,272,236
ID_86085b64a1,252,281
ID_e04bdf162c,271,210
ID_345e4b18e4,242,217
ID_fc61cad361,292,248
ID_1c2f45710e,288,267
ID_ba0d8af481,275,269
ID_e7029ee9aa,303,236
ID_dcd52c008e,256,249
ID_0c22589031,242,261
ID_fa81879ea3,280,245
ID_9bad699dbc,273,268
ID_f3393c196b,272,244
ID_58410d845e,318,253
ID_4e07870d50,257,271
ID_363f0015ae,269,268
ID_b90574bb90,273,253
ID_3bd50c4344,258,226
ID_dd39ed34b5,271,241
ID_18fac7068c,272,237
ID_caea9a8098,268,263
ID_9cc9fedb6c,261,255
ID_a2680d06b9,265,279
ID_8e3349d120,297,249
ID_288f163761,280,260
ID_3333a78f1d,264,244
ID_d3dde69d70,275,241
ID_2b67288205,262,244
ID_9ccea70d86,272,253
ID_ddfa39acba,275,259
ID_7a773f615f,319,291
ID_589d1600a3,275,243
ID_e904b0b00c,228,247
ID_c6fdaa64e2,258,232
ID_40c55bc676,280,240
ID_5c6388fb5d,273,211
ID_3545669f35,286,268
ID_aa6805ca72,246,254
ID_54516c2127,279,250
ID_d6f263ef74,286,252
ID_290fbe4f5b,259,259
ID_cd5348e96a,250,250
ID_06279de586,273,264
ID_e988380710,275,252
ID_f54b978746,257,291
ID_c2e9775fb3,272,240
ID_07293527e0,281,271
ID_cfae04c3ef,275,239
ID_f72deae060,286,250
ID_462f860663,265,254
ID_fb47d7956e,286,252
ID_918dd61bde,247,232
ID_676d150654,267,286
ID_aad6792e9a,249,251
ID_dd98962b72,271,223
ID_17201f5f04,265,248
ID_911be01a98,278,254
ID_19dac1a16e,275,262
ID_40f88490a5,254,249
ID_812b8d442d,291,236
ID_799474ad86,247,254
ID_2edeca42e5,271,256
ID_f74505fd8d,255,261
ID_a0474264af,277,265
ID_c4d6e228c8,273,234
ID_f4b91da2e8,277,260
ID_c67f74bbe0,276,286
ID_610c23b9ec,281,253
ID_4173f19b6e,273,254
ID_1230f574ec,268,226
ID_34d7aa2170,294,268
ID_59cfb655b7,272,241
ID_a5c7027fb4,271,242
ID_5757b571b5,259,249
ID_cbd603b426,241,230
ID_e901f22832,269,288
ID_62e36af827,304,265
ID_4a787c04f1,282,257
ID_388c26ec0e,284,220
ID_06874e04c3,295,211
ID_9bca42fe64,251,260
ID_29581d5ad9,263,268
ID_331f2c76e6,257,242
ID_496d9e5193,268,284
ID_cbe54cf203,271,243
ID_b8e42b4daa,270,253
ID_a06d518d21,274,252
ID_a7209c328b,266,245
ID_c062243d38,286,251
ID_2a2cdd9aed,266,255
ID_f180af6121,258,269
ID_d51a262f22,280,247
ID_aa4cfc9511,236,293
ID_08272450d4,285,261
ID_c6b68e8cbe,254,254
ID_315657b480,261,251
ID_41432f1550,220,253
ID_a7e772e13e,250,276
ID_1920dcc582,276,250
ID_1431ae448f,252,261
ID_5b4ab06839,276,284
ID_14b7d0d4a1,286,239
ID_78fb75b54c,283,248
ID_f9775984e8,268,280
ID_fb1aaccce8,279,259
ID_286a720789,266,267
ID_15407789b0,289,283
ID_847295426a,266,256
ID_264962e3c7,272,244
ID_01097c64dd,272,249
ID_2d71376abc,266,279
ID_d43b3e5b87,246,228
ID_1388a5f6c8,262,229
ID_c094976c1c,260,240
ID_34416da239,264,254
ID_62cd094932,257,254
ID_6c2add5665,283,320
ID_ebb5df7045,263,287
ID_e3c74be6d1,259,262
ID_d49ba0d9fd,275,264
ID_78ab536781,289,229
ID_a102cab3b6,281,276
ID_79f597b456,268,251
ID_f242fa3cda,249,249
ID_f10ba21581,301,243
ID_53501ff882,272,232
ID_eb53eca22c,292,245
ID_443eb934d2,247,241
ID_7855f5635f,267,238
ID_175a5c4119,283,225
ID_2187086d4c,265,219
ID_dbb7e0ae72,282,258
ID_17ea45ddaf,269,240
ID_b3c6e9c45a,256,267
ID_b708ecd67e,255,235
ID_d5e4e20cfe,275,252
ID_6c8cdb28b4,255,251
ID_c4d2480722,248,253
ID_67ef4706c2,262,255
ID_9e5b8b60aa,264,252
ID_5ca8fe3220,295,188
ID_897555935e,229,253
ID_e304b74fd9,266,258
ID_407c52f4ba,261,250
ID_ab9e6a5a95,281,262
ID_4b08f435d1,271,243
ID_b2835bddd7,323,242
ID_589cb59fe2,279,230
ID_65f3e7f0de,289,250
ID_9c446049e4,270,254
ID_3eebfdddd5,278,252
ID_4a8d9138c2,308,266
ID_da33a7a233,290,270
ID_9a44c4a109,285,241
ID_e93067a014,274,260
ID_51c49c9abf,302,262
ID_e344f110dc,261,262
ID_f8841e46c4,289,271
ID_f6f28ed2b9,249,286
ID_7287db2ff0,312,281
ID_12e68baf38,216,252
ID_20cf8bd638,251,258
ID_56781dcb21,265,247
ID_2979ecbc5e,265,252
ID_223b19eebf,280,263
ID_6cce3b3647,242,253
ID_0dd9862571,272,254
ID_66461bfe6a,272,238
ID_8b1a97c6be,242,266
ID_38d1dfea49,267,265
ID_9fc815b168,264,258
ID_96d7c9a232,263,284
ID_31da2a29c6,267,225
ID_a5d4ebc532,283,256
ID_0eda9123ec,263,254
ID_797e93b2ca,287,330
ID_cf7acedc2b,259,252
ID_b15b18df2f,287,289
ID_de773f5184,272,241
ID_15c39d5ede,283,237
ID_cdd2f4aa39,269,270
ID_c9b10d8e2d,278,248
ID_3c0f487901,281,277
ID_12cb1f7c71,263,262
ID_17e3a673d1,276,257
ID_68532a8578,215,248
ID_8d968ea5cf,270,212
ID_de43b1e622,263,270
ID_559a7ee5f5,254,242
ID_18fb126287,259,252
ID_e3400dce87,279,239
ID_49f36b85af,260,253
ID_bf618a11dd,266,248
ID_46f08f535f,266,259
ID_b909580adb,271,273
ID_0839ab6a19,304,248
ID_8cf38ee3c1,281,248
ID_f048ea34e1,265,255
ID_ecd40e1f5f,285,245
ID_6804bbb2ec,258,253
ID_4f065c8c43,258,244
ID_2ebc20dca2,269,276
ID_e72be2bf38,254,238
ID_cec2196203,259,278
ID_eae4df72fb,292,247
ID_5969bdbcef,256,266
ID_e186747d0e,263,234
ID_3de26f0e8b,270,236
ID_0df04c34a5,250,241
ID_ac1f2cb5b3,264,236
ID_48041228de,274,254
ID_7de57a8f96,276,229
ID_cfcc8c8ac5,251,247
ID_e916f98e65,273,271
ID_25f76c35b6,268,288
ID_66fea76d64,266,248
ID_bb2e9a9c67,285,249
ID_8aad5386ae,274,229
ID_c2489ae6f5,281,250
ID_03df9ff3d6,290,234
ID_744828895d,251,251
ID_9a69922e4b,269,242
ID_3173779ab4,268,230
ID_0a5fbabe4a,270,243
ID_f31609b23c,279,260
ID_aaf46f5149,307,266
ID_2954a710af,290,257
ID_ee5cac8379,273,257
ID_7a2a49efc5,278,257
ID_94288f0801,277,237
ID_ac850f70be,272,254
ID_ce41a91947,259,250
ID_c62b7aa990,260,255
ID_43e579c108,265,253
ID_e109708e94,292,302
ID_8b55fd3c97,248,249
ID_efc95011da,279,248
ID_533d189c94,263,256
ID_69ad5fab0a,222,230
ID_1a8855a9c3,219,260
ID_79b39a81bc,275,301
ID_78ee1e68e4,274,267
ID_b5c890ee93,287,254
ID_5413d6341d,285,277
ID_9a7c7227d1,279,240
ID_5470ecd1e8,274,229
ID_ff148642d0,274,235
ID_878ec19087,271,248
ID_09a6bc3a07,262,280
ID_b1a7c4cb7d,253,272
ID_7ff4da99de,272,243
ID_1d099c47c9,257,255
ID_cb67b2a83a,274,252
ID_cd9053516e,275,254
ID_6cb0e45eaf,295,253
ID_a5fe77d3f1,262,237
ID_fb2e2b55a3,276,257
ID_39473d1fc3,260,261
ID_f6b9df125d,277,241
ID_2881c3e02d,260,271
ID_2c2ae8cda7,297,282
ID_fae8dca47e,309,265
ID_41d976e5d3,264,248
ID_fc86ec7545,288,250
ID_ac8e740b7a,310,248
ID_65d6c69e33,257,269
ID_095ad4b2d4,256,265
ID_731af71e64,276,345
ID_fb3185670b,265,249
ID_e53f05998c,248,260
ID_28eac1c2b5,280,239
ID_d7c2fa1518,276,248
ID_ed110837ac,310,248
ID_e10f77cd55,264,244
ID_d08d8afdd0,272,229
ID_f2468de179,242,236
ID_08234011b8,263,254
ID_8af64f43de,238,285
ID_a11b8324fa,286,228
ID_219a37ee5c,287,258
ID_fc6b511794,305,244
ID_f5667330dd,264,232
ID_d1a651f0c7,300,248
ID_5d822ae85f,262,254
ID_5fac24a0c1,303,289
ID_236f841120,277,267
ID_c7b806c855,268,249
ID_5a51c0b6d2,280,256
ID_ac6f3b7ff4,293,250
ID_390dae7d41,283,244
ID_759d262322,286,218
ID_6de86fe678,277,236
ID_35bbf515b2,290,258
ID_98d1f0a876,242,248
ID_8286f83351,279,253
ID_286273b56a,286,257
ID_0c4896ab04,273,233
ID_265738e54b,298,234
ID_ad9f507321,264,290
ID_b3b0973d7c,264,266
ID_25bea36d92,304,237
ID_ec7998f231,267,256
ID_47c0be2c76,300,261
ID_1035fe0075,266,249
ID_0b7193a31a,274,239
ID_f3b7e93358,273,266
ID_a9075a6987,270,270
ID_b12f3f626c,285,232
ID_3e3021259a,314,289
ID_5dabe77825,301,251
ID_153f12ef14,272,269
ID_51f2e734c9,286,265
ID_ac66631b27,279,241
ID_175e8f3736,276,225
ID_dc0cb9cd99,247,274
ID_d0e02f0443,275,240
ID_7848688f72,275,253
ID_03dc4a193b,274,252
ID_f86fe8b2e0,256,244
ID_53e95fdb88,289,251
ID_a5c557286f,268,275
ID_b18f061492,264,263
ID_32797abcae,277,250
ID_ab42e52df4,262,248
ID_8aa1c77127,287,236
ID_5dd9ed1f99,268,234
ID_a3c4881c52,278,235
ID_d2783994da,295,260
ID_257fa824fb,287,270
ID_2f20437a62,279,236
ID_335c1834d7,261,231
ID_aec4cdf96c,276,233
ID_b10a32392b,271,243
ID_a9f2afa063,273,242
ID_81a27d639a,274,261
ID_1ae00554c4,277,253
ID_6ea83e535d,275,280
ID_143c1713d2,278,275
ID_c1067fa6a4,266,248
ID_e9903f9e9b,261,249
ID_4aa90cee16,269,244
ID_310826a506,246,230
ID_826dac57a6,259,254
ID_9d6c79f5ad,285,264
ID_6f2b211d48,249,258
ID_9f06c1efad,278,257
ID_d77be38921,259,259
ID_8b88e06d4b,261,262
ID_15506ee1fb,275,248
ID_c96695a840,261,274
ID_e010ec25f5,262,240
ID_c9c3647ef3,267,246
ID_04457dc887,288,236
ID_9e10019c3e,276,265
ID_054e7be2e0,269,222
ID_4a571fb105,277,246
ID_91040d8c5a,267,246
ID_77ca868842,303,267
ID_415abb8c54,276,242
ID_18bfd21fff,295,264
ID_47bbf9b2d5,267,268
ID_702634d2c7,252,272
ID_d9b8867f4a,261,259
ID_4bf0eafef4,261,230
ID_f3f8998eb9,257,268
ID_b849036a36,258,246
ID_6a95f03fb5,278,288
ID_a5ac2a7fe7,278,261
ID_8868216f42,273,237
ID_8242291074,270,286
ID_cf737ca531,252,245
ID_b931d39b34,264,263
ID_5aa49e7edc,265,244
ID_105e3cb61d,264,248
ID_c3a20d28e3,262,296
ID_02246d9e90,264,240
ID_23ea792d20,267,269
ID_3a25147d7c,256,260
ID_c8422a6322,288,209
ID_745845dce0,275,229
ID_2fe48a3109,252,279
ID_eca0b34f0b,261,266
ID_8222c619ef,268,259
ID_2b221f2fb2,269,248
ID_4ef5aac23e,273,239
ID_4b98816243,246,286
ID_a39b6f6c47,276,267
ID_38e592ae72,282,266
ID_90fd632cc8,272,316
ID_d85ef326c5,281,250
ID_eddf116b08,281,223
ID_1e74d8e556,264,263
ID_a4b6c889b9,270,257
ID_b868e4138c,260,252
ID_5d3bc92b92,260,213
ID_8343bdf9bc,254,221
ID_058196f25e,268,236
ID_37de23283a,290,231
ID_83882510d0,269,248
ID_8d198b042f,281,258
ID_c779233577,275,245
ID_43d7d22177,263,213
ID_0c11601ded,249,249
ID_7e458245b8,268,228
ID_5fd04175cd,268,261
ID_901855deb6,266,232
ID_5b42774dd5,275,273
ID_fb187d38a6,297,251
ID_1261b67249,235,256
ID_e1a5b87258,284,253
ID_c7b2bc11fe,281,235
ID_542f0d9b4b,258,261
ID_5790c63e0b,259,226
ID_081adee30d,279,248
ID_2c797d8662,253,241
ID_25cc67a254,257,262
ID_a4e0c2c555,277,266
ID_f392baaac2,269,231
ID_2e27333d68,323,278
ID_62743585cd,272,250
ID_6df2927138,289,261
ID_f872b5a813,267,250
ID_2f8dd4d566,275,246
ID_566b17d932,262,236
ID_6ae541586f,255,253
ID_5203e95293,241,280
ID_e7b224408c,255,256
ID_a24c349e56,251,253
ID_2b33af3657,262,236
ID_8a8224ceb5,281,235
ID_a2f1ba9423,259,265
ID_8fc80b8438,274,246
ID_b21727df41,276,233
ID_ffb2df4df1,245,255
ID_7516ed08cb,259,256
ID_5d35f340a5,264,224
